Rand_State,Train_Size,In-Acc,Out-Acc,Run_Time,N_HL,Obj_Func,Learning_Rate,TF_Seed,TL,MIPGap,ObjVal,ObjBound
0,10,1.0,0.0611,0.47128400672227144,0,GD-binary,0.001,66,30
0,10,1.0,0.103,0.22670405497774482,0,GD-binary,0.001,56,30
0,10,1.0,0.0812,1.0592833319678903,0,GD-binary,0.001,16,30
15,10,1.0,0.0817,1.6412245142273605,0,GD-binary,0.001,66,30
42,10,1.0,0.0668,0.6103259338997304,0,GD-binary,0.001,66,30
15,10,1.0,0.1081,0.38605984998866916,0,GD-binary,0.001,56,30
15,10,1.0,0.068,0.5344814038835466,0,GD-binary,0.001,16,30
89,10,1.0,0.077,0.6849134266376495,0,GD-binary,0.001,66,30
42,10,1.0,0.0758,1.2062884368933737,0,GD-binary,0.001,56,30
89,10,1.0,0.0911,0.45915705896914005,0,GD-binary,0.001,56,30
0,10,1.0,0.0268,3.4952432848513126,0,GD-binary,0.0001,66,30
138,10,1.0,0.0729,0.4584147217683494,0,GD-binary,0.001,66,30
42,10,1.0,0.0729,0.8808787069283426,0,GD-binary,0.001,16,30
89,10,1.0,0.0645,0.4519117269665003,0,GD-binary,0.001,16,30
138,10,1.0,0.1021,0.5192330158315599,0,GD-binary,0.001,56,30
15,10,1.0,0.0392,2.7950284308753908,0,GD-binary,0.0001,66,30
0,10,1.0,0.0311,1.5463482309132814,0,GD-binary,0.0001,56,30
138,10,1.0,0.0555,0.82259362610057,0,GD-binary,0.001,16,30
42,10,1.0,0.0307,3.0509128500707448,0,GD-binary,0.0001,66,30
89,10,1.0,0.0293,3.975880946032703,0,GD-binary,0.0001,66,30
138,10,1.0,0.0474,2.6249875873327255,0,GD-binary,0.0001,66,30
42,10,1.0,0.0627,2.10364353004843,0,GD-binary,0.0001,56,30
0,10,1.0,0.0444,3.9760991209186614,0,GD-binary,0.0001,16,30
15,10,1.0,0.045,4.693178941030055,0,GD-binary,0.0001,56,30
138,10,1.0,0.0685,1.71108222566545,0,GD-binary,0.0001,56,30
89,10,1.0,0.0607,3.620637010317296,0,GD-binary,0.0001,56,30
15,10,1.0,0.0587,2.707017719745636,0,GD-binary,0.0001,16,30
42,10,1.0,0.0511,3.3113157679326832,0,GD-binary,0.0001,16,30
138,10,1.0,0.0417,1.8682777020148933,0,GD-binary,0.0001,16,30
0,10,1.0,0.021,4.963151061907411,0,GD-binary,1e-05,66,30
89,10,1.0,0.0352,2.3899020832031965,0,GD-binary,0.0001,16,30
138,10,1.0,0.0248,5.5199598567560315,0,GD-binary,1e-05,66,30
42,10,1.0,0.0291,6.342873509973288,0,GD-binary,1e-05,66,30
15,10,1.0,0.019,6.585457481909543,0,GD-binary,1e-05,66,30
89,10,1.0,0.0225,4.262166287284344,0,GD-binary,1e-05,66,30
0,10,1.0,0.0264,6.45694521907717,0,GD-binary,1e-05,56,30
15,10,1.0,0.0228,4.682008713949472,0,GD-binary,1e-05,56,30
89,10,1.0,0.0265,4.2241415260359645,0,GD-binary,1e-05,56,30
138,10,1.0,0.0254,5.622691650874913,0,GD-binary,1e-05,56,30
42,10,1.0,0.0324,6.347258971072733,0,GD-binary,1e-05,56,30
0,10,1.0,0.0318,5.65388852590695,0,GD-binary,1e-05,16,30
89,10,1.0,0.038,5.578696527983993,0,GD-binary,1e-05,16,30
42,10,1.0,0.0345,4.995769324246794,0,GD-binary,1e-05,16,30
15,10,1.0,0.0364,8.03282609116286,0,GD-binary,1e-05,16,30
138,10,1.0,0.0404,7.135248888283968,0,GD-binary,1e-05,16,30
0,10,1.0,0.0429,19.781080404296517,0,GD-binary,1e-06,66,30
138,10,1.0,0.0338,14.262565929908305,0,GD-binary,1e-06,66,30
89,10,1.0,0.0308,17.24709535110742,0,GD-binary,1e-06,66,30
42,10,1.0,0.0428,18.044645027257502,0,GD-binary,1e-06,66,30
15,10,1.0,0.0281,19.995471402071416,0,GD-binary,1e-06,66,30
89,10,1.0,0.0629,16.576489678118378,0,GD-binary,1e-06,56,30
42,10,1.0,0.0506,18.403993618208915,0,GD-binary,1e-06,56,30
15,10,1.0,0.0422,16.435447144322097,0,GD-binary,1e-06,56,30
0,10,1.0,0.0354,24.22325914958492,0,GD-binary,1e-06,56,30
138,10,1.0,0.0646,29.20947751123458,0,GD-binary,1e-06,56,30
42,10,1.0,0.0439,14.553062484133989,0,GD-binary,1e-06,16,30
89,10,1.0,0.0352,17.55519753601402,0,GD-binary,1e-06,16,30
15,10,1.0,0.0423,16.544642323162407,0,GD-binary,1e-06,16,30
42,50,1.0,0.1257,2.3319004462100565,0,GD-binary,0.001,66,30
89,50,1.0,0.1516,2.8644923828542233,0,GD-binary,0.001,66,30
15,50,1.0,0.1583,2.164480424951762,0,GD-binary,0.001,66,30
42,50,1.0,0.1249,2.535255223978311,0,GD-binary,0.001,56,30
89,50,1.0,0.1494,3.815633615013212,0,GD-binary,0.001,56,30
15,50,1.0,0.1316,2.3458536230027676,0,GD-binary,0.001,56,30
138,10,1.0,0.0464,17.141468598973006,0,GD-binary,1e-06,16,30
0,10,1.0,0.0713,22.170798554085195,0,GD-binary,1e-06,16,30
42,50,1.0,0.1474,3.984444698318839,0,GD-binary,0.001,16,30
15,50,1.0,0.1622,2.687445905059576,0,GD-binary,0.001,16,30
89,50,1.0,0.1612,3.8300732681527734,0,GD-binary,0.001,16,30
0,50,1.0,0.1566,3.289058818947524,0,GD-binary,0.001,66,30
138,50,1.0,0.1578,3.6883255620487034,0,GD-binary,0.001,66,30
0,50,1.0,0.1492,2.9660607534460723,0,GD-binary,0.001,56,30
138,50,1.0,0.1745,3.6136399949900806,0,GD-binary,0.001,56,30
42,50,1.0,0.1177,6.732383579015732,0,GD-binary,0.0001,66,30
15,50,1.0,0.1078,7.299434734042734,0,GD-binary,0.0001,66,30
89,50,1.0,0.1406,6.742114897817373,0,GD-binary,0.0001,66,30
138,50,1.0,0.1648,2.6458846698515117,0,GD-binary,0.001,16,30
